Year,Region,CategoryID,Category,Rollup,CO2,CH4,CH4 (CO2eq),N2O,N2O (CO2eq),HFCs,PFCs,SF6,NF3,CO2eq,Unit
2010,Yukon,224,Motorcycles,FALSE,0.434464094,0.000176713,0.004417814,7.87E-06,0.002343896,0,0,0,0,0.441225804,kt
2011,Yukon,224,Motorcycles,FALSE,0.437141537,0.000173727,0.004343173,7.90E-06,0.002352785,0,0,0,0,0.443837495,kt
2012,Yukon,224,Motorcycles,FALSE,0.427137847,0.000166041,0.004151022,7.70E-06,0.002293885,0,0,0,0,0.433582753,kt
2013,Yukon,224,Motorcycles,FALSE,0.396758798,0.000151088,0.003777205,7.14E-06,0.002126452,0,0,0,0,0.402662456,kt
2014,Yukon,224,Motorcycles,FALSE,0.408976857,0.000149373,0.003734313,7.33E-06,0.002183253,0,0,0,0,0.414894423,kt
2015,Yukon,224,Motorcycles,FALSE,0.40004949,0.000146112,0.003652798,7.17E-06,0.002135596,0,0,0,0,0.405837884,kt
2016,Yukon,224,Motorcycles,FALSE,0.409601478,0.000149601,0.003740016,7.34E-06,0.002186588,0,0,0,0,0.415528082,kt
2017,Yukon,224,Motorcycles,FALSE,0.377783233,0.00013798,0.003449488,6.77E-06,0.002016731,0,0,0,0,0.383249452,kt
2018,Yukon,224,Motorcycles,FALSE,0.392399137,0.000143318,0.003582944,7.03E-06,0.002094756,0,0,0,0,0.398076836,kt
1990,Alberta,225,Light-Duty Diesel Vehicles,FALSE,20.15470309,0.000638408,0.015960208,0.00137993,0.411219152,0,0,0,0,20.58188245,kt
1991,Alberta,225,Light-Duty Diesel Vehicles,FALSE,17.10475661,0.000534828,0.013370707,0.001182003,0.352236907,0,0,0,0,17.47036422,kt
1992,Alberta,225,Light-Duty Diesel Vehicles,FALSE,14.95553645,0.000461163,0.011529066,0.001043584,0.310988097,0,0,0,0,15.27805361,kt
1993,Alberta,225,Light-Duty Diesel Vehicles,FALSE,15.46007715,0.000469622,0.01174054,0.001089883,0.324785003,0,0,0,0,15.7966027,kt
1994,Alberta,225,Light-Duty Diesel Vehicles,FALSE,17.21386615,0.000514483,0.012862069,0.001226663,0.365545714,0,0,0,0,17.59227393,kt
1995,Alberta,225,Light-Duty Diesel Vehicles,FALSE,17.08744005,0.000501798,0.012544954,0.00123157,0.367007846,0,0,0,0,17.46699285,kt
1996,Alberta,225,Light-Duty Diesel Vehicles,FALSE,18.42906508,0.000521181,0.013029529,0.001353387,0.403309354,0,0,0,0,18.84540397,kt
1997,Alberta,225,Light-Duty Diesel Vehicles,FALSE,20.87328511,0.00056859,0.014214753,0.001560137,0.464920792,0,0,0,0,21.35242065,kt
1998,Alberta,225,Light-Duty Diesel Vehicles,FALSE,21.83224043,0.000572938,0.014323447,0.001659139,0.494423501,0,0,0,0,22.34098738,kt
1999,Alberta,225,Light-Duty Diesel Vehicles,FALSE,21.78272332,0.000550793,0.013769814,0.001681538,0.50109834,0,0,0,0,22.29759148,kt
2000,Alberta,225,Light-Duty Diesel Vehicles,FALSE,23.22961485,0.000573983,0.014349566,0.00180629,0.538274274,0,0,0,0,23.78223869,kt
2001,Alberta,225,Light-Duty Diesel Vehicles,FALSE,27.02410345,0.000653589,0.016339713,0.002114472,0.630112723,0,0,0,0,27.67055589,kt
2002,Alberta,225,Light-Duty Diesel Vehicles,FALSE,27.58763263,0.000652028,0.016300707,0.002172875,0.647516701,0,0,0,0,28.25145004,kt
2003,Alberta,225,Light-Duty Diesel Vehicles,FALSE,30.35305552,0.000705012,0.017625299,0.002401578,0.715670279,0,0,0,0,31.0863511,kt
2004,Alberta,225,Light-Duty Diesel Vehicles,FALSE,33.57179749,0.000760976,0.019024404,0.002671449,0.796091654,0,0,0,0,34.38691355,kt
2005,Alberta,225,Light-Duty Diesel Vehicles,FALSE,49.88070669,0.001035554,0.025888849,0.00402658,1.199920921,0,0,0,0,51.10651646,kt
2006,Alberta,225,Light-Duty Diesel Vehicles,FALSE,64.03319879,0.001292936,0.032323396,0.005198542,1.549165381,0,0,0,0,65.61468757,kt
2007,Alberta,225,Light-Duty Diesel Vehicles,FALSE,70.86803972,0.001404892,0.035122309,0.005781952,1.723021553,0,0,0,0,72.62618358,kt
2008,Alberta,225,Light-Duty Diesel Vehicles,FALSE,67.57108194,0.001340494,0.033512338,0.005512396,1.642693971,0,0,0,0,69.24728825,kt
2009,Alberta,225,Light-Duty Diesel Vehicles,FALSE,67.60944591,0.001331783,0.033294578,0.005521097,1.64528692,0,0,0,0,69.28802741,kt
2010,Alberta,225,Light-Duty Diesel Vehicles,FALSE,84.7700845,0.001656533,0.041413333,0.006930276,2.065222325,0,0,0,0,86.87672016,kt
2011,Alberta,225,Light-Duty Diesel Vehicles,FALSE,86.02222982,0.001702065,0.04255162,0.007173146,2.137597599,0,0,0,0,88.20237904,kt
2012,Alberta,225,Light-Duty Diesel Vehicles,FALSE,85.48309688,0.001683069,0.042076731,0.007133088,2.125660359,0,0,0,0,87.65083397,kt
2013,Alberta,225,Light-Duty Diesel Vehicles,FALSE,94.24383695,0.001849138,0.04622846,0.0078679,2.344634219,0,0,0,0,96.63469963,kt
2014,Alberta,225,Light-Duty Diesel Vehicles,FALSE,97.1692559,0.001893668,0.047341691,0.008119698,2.419669911,0,0,0,0,99.6362675,kt
2015,Alberta,225,Light-Duty Diesel Vehicles,FALSE,87.41212411,0.001703517,0.042587933,0.007304368,2.176701721,0,0,0,0,89.63141376,kt
2016,Alberta,225,Light-Duty Diesel Vehicles,FALSE,75.24008672,0.001466304,0.036657612,0.006287243,1.873598519,0,0,0,0,77.15034286,kt
2017,Alberta,225,Light-Duty Diesel Vehicles,FALSE,79.8389366,0.001555928,0.038898211,0.006671534,1.988117238,0,0,0,0,81.86595205,kt
2018,Alberta,225,Light-Duty Diesel Vehicles,FALSE,79.72077972,0.001553626,0.038840644,0.006661661,1.985174942,0,0,0,0,81.74479531,kt
1990,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,42.95104415,0.001237677,0.030941937,0.003132622,0.933521336,0,0,0,0,43.91550742,kt
1991,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,40.35822084,0.001160957,0.029023925,0.002946649,0.878101391,0,0,0,0,41.26534616,kt
1992,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,38.8075217,0.001114438,0.027860962,0.002836414,0.845251411,0,0,0,0,39.68063408,kt
1993,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,37.40293437,0.001072278,0.026806961,0.002736604,0.815508141,0,0,0,0,38.24524947,kt
1994,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,39.39014571,0.001127345,0.028183619,0.002884974,0.859722321,0,0,0,0,40.27805165,kt
1995,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,42.77443829,0.001222155,0.030553873,0.003136044,0.934540982,0,0,0,0,43.73953315,kt
1996,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,47.32228344,0.001310383,0.032759574,0.003508989,1.04567879,0,0,0,0,48.4007218,kt
1997,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,52.88634002,0.001425688,0.035642196,0.003958295,1.179571796,0,0,0,0,54.10155401,kt
1998,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,56.45993278,0.001487065,0.037176621,0.004258879,1.269145838,0,0,0,0,57.76625524,kt
1999,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,59.89383285,0.001545769,0.038644221,0.004547972,1.355295705,0,0,0,0,61.28777278,kt
2000,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,65.11200605,0.00164741,0.041185247,0.004966982,1.480160716,0,0,0,0,66.63335201,kt
2001,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,70.64867122,0.001749127,0.043728164,0.005424745,1.616574126,0,0,0,0,72.30897351,kt
2002,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,77.67156033,0.001885961,0.047149015,0.005995635,1.786699374,0,0,0,0,79.50540872,kt
2003,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,86.86193194,0.002023225,0.050580622,0.006808738,2.029003958,0,0,0,0,88.94151652,kt
2004,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,95.48126779,0.002150732,0.05376829,0.007552168,2.250546133,0,0,0,0,97.78558222,kt
2005,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,90.78815249,0.001932311,0.048307765,0.007290151,2.172465092,0,0,0,0,93.00892535,kt
2006,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,105.258686,0.002168949,0.054223727,0.008513464,2.537012365,0,0,0,0,107.8499221,kt
2007,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,102.399145,0.002074129,0.051853215,0.00832852,2.481899107,0,0,0,0,104.9328973,kt
2008,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,98.8726855,0.002003225,0.05008063,0.00804139,2.396334312,0,0,0,0,101.3191004,kt
2009,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,78.73569163,0.001578066,0.039451661,0.006413733,1.911292562,0,0,0,0,80.68643586,kt
2010,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,91.05342354,0.00187324,0.046831007,0.007712086,2.298201743,0,0,0,0,93.39845629,kt
2011,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,98.31195572,0.002002113,0.05005283,0.008338906,2.484994106,0,0,0,0,100.8470027,kt
2012,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,110.8610853,0.002240406,0.056010158,0.009413493,2.8052208,0,0,0,0,113.7223163,kt
2013,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,124.5537866,0.002509126,0.06272815,0.010580879,3.153101899,0,0,0,0,127.7696166,kt
2014,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,117.7037566,0.00234491,0.05862274,0.010014392,2.984288889,0,0,0,0,120.7466682,kt
2015,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,127.9505984,0.002549049,0.063726213,0.010886207,3.244089739,0,0,0,0,131.2584143,kt
2016,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,124.6092141,0.002482481,0.062062026,0.010601918,3.159371493,0,0,0,0,127.8306477,kt
2017,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,123.6468854,0.002463309,0.061582735,0.010520042,3.134972382,0,0,0,0,126.8434405,kt
2018,British Columbia,225,Light-Duty Diesel Vehicles,FALSE,127.2769051,0.002535627,0.063390678,0.010828888,3.22700876,0,0,0,0,130.5673045,kt
1990,Canada,225,Light-Duty Diesel Vehicles,FALSE,456.5548172,0.01346123,0.33653075,0.032821905,9.780927675,0,0,0,0,466.6722757,kt
1991,Canada,225,Light-Duty Diesel Vehicles,FALSE,394.2417803,0.01150838,0.287709501,0.028522805,8.499795845,0,0,0,0,403.0292856,kt
1992,Canada,225,Light-Duty Diesel Vehicles,FALSE,374.6453527,0.010820303,0.270507572,0.027286336,8.131328242,0,0,0,0,383.0471885,kt
1993,Canada,225,Light-Duty Diesel Vehicles,FALSE,370.6092437,0.010587744,0.264693595,0.027173612,8.097736263,0,0,0,0,378.9716735,kt
1994,Canada,225,Light-Duty Diesel Vehicles,FALSE,388.3996545,0.010969973,0.274249323,0.02867493,8.545129278,0,0,0,0,397.2190331,kt
1995,Canada,225,Light-Duty Diesel Vehicles,FALSE,390.7733652,0.010905237,0.272630929,0.029056082,8.658712541,0,0,0,0,399.7047087,kt
1996,Canada,225,Light-Duty Diesel Vehicles,FALSE,399.2965314,0.010690273,0.267256827,0.03016557,8.989339764,0,0,0,0,408.553128,kt
1997,Canada,225,Light-Duty Diesel Vehicles,FALSE,444.6964429,0.011460046,0.286501155,0.034068853,10.1525183,0,0,0,0,455.1354624,kt
1998,Canada,225,Light-Duty Diesel Vehicles,FALSE,488.2167751,0.012149299,0.303732473,0.037862687,11.28308073,0,0,0,0,499.8035883,kt
1999,Canada,225,Light-Duty Diesel Vehicles,FALSE,524.7441633,0.012651078,0.316276944,0.041127047,12.25586011,0,0,0,0,537.3163003,kt
2000,Canada,225,Light-Duty Diesel Vehicles,FALSE,586.3635305,0.013783419,0.344585463,0.046227308,13.77573771,0,0,0,0,600.4838537,kt
2001,Canada,225,Light-Duty Diesel Vehicles,FALSE,588.9157138,0.013573631,0.339340777,0.046623523,13.89380984,0,0,0,0,603.1488644,kt
2002,Canada,225,Light-Duty Diesel Vehicles,FALSE,627.3506564,0.014210838,0.35527095,0.049863391,14.85929054,0,0,0,0,642.5652179,kt
2003,Canada,225,Light-Duty Diesel Vehicles,FALSE,692.9634011,0.015385024,0.384625611,0.055345485,16.49295444,0,0,0,0,709.8409812,kt
2004,Canada,225,Light-Duty Diesel Vehicles,FALSE,743.4953466,0.016086772,0.402169312,0.059680209,17.78470234,0,0,0,0,761.6822182,kt
2005,Canada,225,Light-Duty Diesel Vehicles,FALSE,590.6280439,0.012368041,0.309201035,0.047689341,14.21142348,0,0,0,0,605.1486684,kt
2006,Canada,225,Light-Duty Diesel Vehicles,FALSE,642.1677798,0.013133993,0.328349813,0.052075206,15.51841134,0,0,0,0,658.014541,kt
2007,Canada,225,Light-Duty Diesel Vehicles,FALSE,652.7927714,0.013122165,0.328054118,0.053153214,15.83965782,0,0,0,0,668.9604833,kt
2008,Canada,225,Light-Duty Diesel Vehicles,FALSE,603.7656595,0.012069582,0.301739543,0.049200662,14.66179724,0,0,0,0,618.7291963,kt
2009,Canada,225,Light-Duty Diesel Vehicles,FALSE,560.1686126,0.011063359,0.276583971,0.045747749,13.63282915,0,0,0,0,574.0780257,kt
2010,Canada,225,Light-Duty Diesel Vehicles,FALSE,646.7507346,0.012711925,0.317798119,0.05317549,15.8462961,0,0,0,0,662.9148288,kt
2011,Canada,225,Light-Duty Diesel Vehicles,FALSE,773.5548131,0.015367682,0.38419205,0.064931889,19.34970279,0,0,0,0,793.2887079,kt
2012,Canada,225,Light-Duty Diesel Vehicles,FALSE,777.8678567,0.015386114,0.384652845,0.065409706,19.49209243,0,0,0,0,797.7446019,kt
2013,Canada,225,Light-Duty Diesel Vehicles,FALSE,834.1783326,0.016473528,0.411838196,0.070233432,20.92956278,0,0,0,0,855.5197336,kt
2014,Canada,225,Light-Duty Diesel Vehicles,FALSE,835.5549207,0.016405116,0.410127897,0.070398774,20.97883462,0,0,0,0,856.9438833,kt
2015,Canada,225,Light-Duty Diesel Vehicles,FALSE,878.6896818,0.017260238,0.431505961,0.074071447,22.07329114,0,0,0,0,901.1944789,kt
2016,Canada,225,Light-Duty Diesel Vehicles,FALSE,821.0509738,0.016130604,0.40326511,0.069220477,20.62770221,0,0,0,0,842.0819411,kt
2017,Canada,225,Light-Duty Diesel Vehicles,FALSE,820.3872934,0.016120342,0.40300856,0.069175337,20.61425032,0,0,0,0,841.4045523,kt
2018,Canada,225,Light-Duty Diesel Vehicles,FALSE,791.1359716,0.015557096,0.388927392,0.066755604,19.89317007,0,0,0,0,811.4180691,kt
1990,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,7.867014572,0.000246623,0.006165582,0.000542642,0.161707305,0,0,0,0,8.034887458,kt
1991,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.304775445,0.000194892,0.004872295,0.000439191,0.130878951,0,0,0,0,6.44052669,kt
1992,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,5.664910785,0.000172546,0.004313653,0.000398628,0.118791134,0,0,0,0,5.788015572,kt
1993,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,5.527593906,0.000165768,0.004144189,0.000393022,0.117120436,0,0,0,0,5.648858531,kt
1994,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,5.629289544,0.000166075,0.004151866,0.000404538,0.120552265,0,0,0,0,5.753993675,kt
1995,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,5.955319983,0.000172681,0.004317025,0.000432674,0.128936795,0,0,0,0,6.088573802,kt
1996,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.059902596,0.000169405,0.00423513,0.000448086,0.133529615,0,0,0,0,6.197667342,kt
1997,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.023422105,0.000162553,0.00406383,0.000452613,0.134878574,0,0,0,0,6.162364509,kt
1998,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.037012264,0.000157469,0.003936731,0.000460386,0.137194885,0,0,0,0,6.178143881,kt
1999,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.098958117,0.000153938,0.00384845,0.000471485,0.140502541,0,0,0,0,6.243309108,kt
2000,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,6.574337359,0.000161981,0.00404952,0.000512288,0.152661858,0,0,0,0,6.731048737,kt
2001,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,7.362255072,0.000177979,0.004449473,0.000576649,0.171841313,0,0,0,0,7.538545858,kt
2002,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,7.955772445,0.00018874,0.004718494,0.000626399,0.186666892,0,0,0,0,8.147157831,kt
2003,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,8.617427387,0.000200782,0.005019543,0.000681579,0.203110406,0,0,0,0,8.825557336,kt
2004,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,9.77135552,0.000222184,0.005554588,0.000777068,0.231566135,0,0,0,0,10.00847624,kt
2005,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,10.12909862,0.00021846,0.005461491,0.000812061,0.241994065,0,0,0,0,10.37655417,kt
2006,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,10.04754962,0.000209846,0.005246142,0.000810708,0.241590871,0,0,0,0,10.29438663,kt
2007,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,14.821494,0.000304679,0.007616976,0.001202863,0.358453288,0,0,0,0,15.18756426,kt
2008,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,13.67491423,0.000278809,0.006970217,0.001111164,0.331126889,0,0,0,0,14.01301134,kt
2009,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,11.56936437,0.000237188,0.005929688,0.00095987,0.28604127,0,0,0,0,11.86133533,kt
2010,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,11.81529754,0.000239513,0.005987816,0.000981872,0.292597974,0,0,0,0,12.11388333,kt
2011,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,13.32366377,0.000265134,0.006628348,0.001110135,0.330820311,0,0,0,0,13.66111243,kt
2012,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,16.62443906,0.000329617,0.008240435,0.001385864,0.412987406,0,0,0,0,17.0456669,kt
2013,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,15.47634644,0.000305395,0.007634884,0.001291013,0.384721939,0,0,0,0,15.86870326,kt
2014,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,15.63285324,0.000305843,0.007646081,0.001305622,0.389075357,0,0,0,0,16.02957468,kt
2015,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,13.3593915,0.000261365,0.006534123,0.001115747,0.332492728,0,0,0,0,13.69841835,kt
2016,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,14.92903018,0.000292074,0.007301838,0.00124684,0.371558388,0,0,0,0,15.30789041,kt
2017,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,16.29929224,0.000318882,0.007972038,0.001361282,0.4056619,0,0,0,0,16.71292617,kt
2018,Manitoba,225,Light-Duty Diesel Vehicles,FALSE,13.88508209,0.00027165,0.00679124,0.001159652,0.34557628,0,0,0,0,14.23744961,kt
1990,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,14.33340951,0.000434022,0.010850544,0.001012606,0.301756568,0,0,0,0,14.64601662,kt
1991,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,14.05777436,0.000420793,0.010519823,0.001000762,0.298227125,0,0,0,0,14.36652131,kt
1992,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,13.9547666,0.000412683,0.010317086,0.001001282,0.298382168,0,0,0,0,14.26346585,kt
1993,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,14.19220753,0.000414401,0.010360021,0.001026607,0.305929026,0,0,0,0,14.50849657,kt
1994,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.50051565,0.000446586,0.011164657,0.001130645,0.336932329,0,0,0,0,15.84861263,kt
1995,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.37404177,0.000436742,0.010918539,0.001131109,0.337070467,0,0,0,0,15.72203078,kt
1996,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.36255348,0.000421009,0.010525232,0.00114816,0.342151733,0,0,0,0,15.71523044,kt
1997,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.43941355,0.000409005,0.010225129,0.001170296,0.348748222,0,0,0,0,15.7983869,kt
1998,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,16.28208523,0.000417711,0.010442774,0.001249989,0.372496639,0,0,0,0,16.66502464,kt
1999,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,17.71107935,0.000440765,0.011019124,0.0013755,0.409898902,0,0,0,0,18.13199738,kt
2000,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,18.3073806,0.000436924,0.010923092,0.001444267,0.430391418,0,0,0,0,18.74869511,kt
2001,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,17.41375561,0.000408708,0.010217689,0.001378905,0.410913655,0,0,0,0,17.83488696,kt
2002,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,18.74594888,0.000433335,0.010833386,0.001489245,0.443794929,0,0,0,0,19.2005772,kt
2003,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,17.77327137,0.000404355,0.010108879,0.001416424,0.422094398,0,0,0,0,18.20547465,kt
2004,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,18.46927512,0.000410077,0.010251913,0.001478437,0.440574081,0,0,0,0,18.92010111,kt
2005,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,21.12273248,0.000447357,0.011183936,0.001705224,0.50815676,0,0,0,0,21.64207318,kt
2006,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,22.59481822,0.0004688,0.01171999,0.001830246,0.545413445,0,0,0,0,23.15195165,kt
2007,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,20.59743677,0.000420873,0.010521825,0.001673114,0.498587871,0,0,0,0,21.10654647,kt
2008,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.87630441,0.000322073,0.008051819,0.001290992,0.38471549,0,0,0,0,16.26907172,kt
2009,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.90327841,0.000316832,0.007920811,0.001296589,0.386383646,0,0,0,0,16.29758287,kt
2010,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,20.22759865,0.000397768,0.009944212,0.001652218,0.492360841,0,0,0,0,20.72990371,kt
2011,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,25.86666177,0.000502592,0.012564799,0.002116393,0.630684974,0,0,0,0,26.50991155,kt
2012,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,19.00659671,0.000366418,0.009160443,0.001556802,0.463927073,0,0,0,0,19.47968423,kt
2013,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.92913128,0.000305609,0.007640234,0.001305602,0.389069384,0,0,0,0,16.3258409,kt
2014,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.83459987,0.000302391,0.007559763,0.00129868,0.387006781,0,0,0,0,16.22916641,kt
2015,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,15.48325685,0.000295681,0.007392024,0.001269865,0.378419755,0,0,0,0,15.86906863,kt
2016,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,14.81558385,0.000282931,0.007073263,0.001215106,0.362101441,0,0,0,0,15.18475856,kt
2017,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,11.92583356,0.000227745,0.005693637,0.000978102,0.291474272,0,0,0,0,12.22300147,kt
2018,New Brunswick,225,Light-Duty Diesel Vehicles,FALSE,8.989568285,0.000171672,0.004291804,0.000737283,0.21971025,0,0,0,0,9.213570339,kt
1990,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,4.035307515,0.000117468,0.002936698,0.00029246,0.087153116,0,0,0,0,4.125397329,kt
1991,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,3.146634923,9.08E-05,0.002269935,0.000229305,0.068332964,0,0,0,0,3.217237822,kt
1992,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,2.620790741,7.49E-05,0.001872401,0.000192123,0.057252557,0,0,0,0,2.679915699,kt
1993,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,2.879077857,8.14E-05,0.00203504,0.000212425,0.063302706,0,0,0,0,2.944415604,kt
1994,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,2.719679403,7.60E-05,0.001899628,0.000202086,0.060221589,0,0,0,0,2.78180062,kt
1995,Newfoundland and Labrador,225,Light-Duty Diesel Vehicles,FALSE,2.393287085,6.60E-05,0.001649534,0.000179216,0.053406241,0,0,0,0,2.44834286,kt
